Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_total_bases	tss_up_5kb_tag_count	tss_up_5kb_tags_kb	tss_up_10kb_total_bases	tss_up_10kb_tag_count	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_total_bases	tes_down_5kb_tag_count	tes_down_5kb_tags_kb	tes_down_10kb_total_bases	tes_down_10kb_tag_count	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct
SRR6954540.assembled.read_distribution	23137154	25376633	21433369	36512446	3899866	3899866.0	33231493	633500	633500.0	57274166	12921186	12921186.0	1077358172	2229270	2229270.0	33710595	49124	49124.0	152682166	147629	147629.0	274415636	252107	252107.0	35511308	1281235	1281235.0	154728310	1422050	1422050.0	274153740	1497440	1497440.0	3943264	15.36794105033556	2.4963910696899783	50.917653259989216	8.78473515379286	0.19357966046953512	0.581751724115646	0.9934611892759768	5.048877051577331	5.603777301740543	5.900861631249504	15.538956645666902
SRR6954540.unassembled.read_distribution	19349237	28557749	26560534	36512446	15830997	15830997.0	33231493	822149	822149.0	57274166	8366212	8366212.0	1077358172	1011957	1011957.0	33710595	29864	29864.0	152682166	89972	89972.0	274415636	190769	190769.0	35511308	225059	225059.0	154728310	292608	292608.0	274153740	338450	338450.0	1997215	55.43503096129881	2.8788998740762097	29.29576837446117	3.5435460967179173	0.10457406849538457	0.31505284257523236	0.6680113338064566	0.7880838227130575	1.0246185720029963	1.18514242841759	6.993600931221855
SRR6954543.assembled.read_distribution	4779950	5419498	4706516	36512446	1236622	1236622.0	33231493	120448	120448.0	57274166	2818072	2818072.0	1077358172	296939	296939.0	33710595	6217	6217.0	152682166	15853	15853.0	274415636	27499	27499.0	35511308	186320	186320.0	154728310	200738	200738.0	274153740	206936	206936.0	712982	22.818017462133948	2.2224936700779296	51.99876446121024	5.479086808409192	0.11471542198188836	0.29251786789108514	0.5074086197651517	3.4379567996888274	3.7039962003860873	3.8183610363911935	13.155867942012343
SRR6954543.unassembled.read_distribution	7569046	11017704	10301821	36512446	6370829	6370829.0	33231493	312896	312896.0	57274166	3149078	3149078.0	1077358172	311263	311263.0	33710595	8816	8816.0	152682166	21943	21943.0	274415636	35536	35536.0	35511308	96787	96787.0	154728310	112739	112739.0	274153740	122219	122219.0	715883	57.82356287662112	2.8399383392401902	28.581980419876956	2.825116739385992	0.08001667135003808	0.19916127715901605	0.3225354393256526	0.8784679639242441	1.0232531206138773	1.109296455958519	6.497569729591573
SRR6954544.assembled.read_distribution	15050069	17528836	15318398	36512446	4462070	4462070.0	33231493	486202	486202.0	57274166	8265985	8265985.0	1077358172	1313181	1313181.0	33710595	27744	27744.0	152682166	72270	72270.0	274415636	116342	116342.0	35511308	596423	596423.0	154728310	647858	647858.0	274153740	674618	674618.0	2210438	25.455597850307914	2.773726675290932	47.15649687178316	7.491547071351458	0.1582763396268868	0.4122920654856945	0.6637177733878051	3.4025248453462624	3.6959556242068787	3.8486183566324654	12.610295401246265
SRR6954544.unassembled.read_distribution	20296618	30819426	29007242	36512446	18783882	18783882.0	33231493	1054530	1054530.0	57274166	7514234	7514234.0	1077358172	1239315	1239315.0	33710595	30454	30454.0	152682166	80275	80275.0	274415636	126670	126670.0	35511308	204116	204116.0	154728310	252831	252831.0	274153740	288611	288611.0	1812184	60.94818897665388	3.421640623676768	24.381485884909083	4.021213763033744	0.09881429978611542	0.26046883546760413	0.41100700577616206	0.6622965658088505	0.8203624558095275	0.9364580638198777	5.880005682130484
SRR6954545.assembled.read_distribution	983324	1146999	996927	36512446	312572	312572.0	33231493	31101	31101.0	57274166	513908	513908.0	1077358172	84934	84934.0	33710595	1350	1350.0	152682166	4240	4240.0	274415636	7165	7165.0	35511308	41948	41948.0	154728310	45607	45607.0	274153740	47247	47247.0	150072	27.251287926144663	2.7115106464783314	44.80457262822374	7.4048887575316105	0.11769844611895913	0.36966030484769385	0.6246736047721053	3.6571958650356278	3.9762022460350885	4.119184062061083	13.08388237478847
SRR6954545.unassembled.read_distribution	1761618	2703501	2544162	36512446	1713020	1713020.0	33231493	97878	97878.0	57274166	587627	587627.0	1077358172	108655	108655.0	33710595	1951	1951.0	152682166	5759	5759.0	274415636	9417	9417.0	35511308	20951	20951.0	154728310	24988	24988.0	274153740	27565	27565.0	159339	63.36302446346422	3.62041663753777	21.735778902985427	4.019047893823601	0.07216568442179233	0.21302008025889393	0.3483261149154374	0.7749581006258182	0.9242829945319051	1.0196038396138931	5.893802147659645
SRR6954546.assembled.read_distribution	2016962	2348019	2043820	36512446	639282	639282.0	33231493	60402	60402.0	57274166	1078491	1078491.0	1077358172	159693	159693.0	33710595	3197	3197.0	152682166	9229	9229.0	274415636	15506	15506.0	35511308	80734	80734.0	154728310	87167	87167.0	274153740	90446	90446.0	304199	27.22644067190257	2.57246640678802	45.93195370224858	6.801180058594074	0.13615733092449422	0.39305474103914834	0.6603864789850508	3.4383878495020697	3.7123634859854198	3.8520131225513934	12.955559558930316
SRR6954546.unassembled.read_distribution	3808850	5798341	5455708	36512446	3660451	3660451.0	33231493	202238	202238.0	57274166	1303202	1303202.0	1077358172	211651	211651.0	33710595	4857	4857.0	152682166	13783	13783.0	274415636	22314	22314.0	35511308	43211	43211.0	154728310	50640	50640.0	274153740	55852	55852.0	342633	63.12928128925152	3.487859717115637	22.47542874763661	3.6501992552697398	0.08376533908578333	0.23770592312525254	0.38483421378632265	0.7452304029721605	0.8733532574231145	0.9632410373932819	5.909155739546881
SRR6954548.assembled.read_distribution	3001984	3320975	2703552	36512446	567153	567153.0	33231493	37238	37238.0	57274166	1902622	1902622.0	1077358172	119838	119838.0	33710595	3379	3379.0	152682166	7795	7795.0	274415636	12066	12066.0	35511308	55679	55679.0	154728310	61428	61428.0	274153740	64635	64635.0	617423	17.077906337747198	1.121297209403865	57.29106662952898	3.608518582645157	0.10174722784724365	0.23472022523505898	0.3633270349821965	1.6765859423813791	1.849697754424529	1.9462657803807615	18.591618425311843
SRR6954548.unassembled.read_distribution	5211882	7960238	7609253	36512446	5536639	5536639.0	33231493	144096	144096.0	57274166	1681159	1681159.0	1077358172	174754	174754.0	33710595	8202	8202.0	152682166	17655	17655.0	274415636	22832	22832.0	35511308	38813	38813.0	154728310	45512	45512.0	274153740	49773	49773.0	350985	69.55368671137722	1.810197132296798	21.119456478562576	2.1953363705959545	0.10303712024690719	0.22178985100696738	0.28682559491311693	0.4875859239384551	0.5717416991803511	0.6252702494573654	4.4092274627969665
SRR6954560.assembled.read_distribution	28645233	32832862	28583740	36512446	7609282	7609282.0	33231493	675379	675379.0	57274166	17245293	17245293.0	1077358172	1663539	1663539.0	33710595	37945	37945.0	152682166	93875	93875.0	274415636	165105	165105.0	35511308	1109999	1109999.0	154728310	1190146	1190146.0	274153740	1225142	1225142.0	4249122	23.1758108690007	2.0570214073936044	52.52448903175117	5.066688977646846	0.11557018696694793	0.28591781002825767	0.5028650868145458	3.3807561460831534	3.624862188376999	3.7314505205181323	12.941674106874995
SRR6954560.unassembled.read_distribution	34846849	50542898	47118731	36512446	28327712	28327712.0	33231493	1293109	1293109.0	57274166	15238774	15238774.0	1077358172	1461923	1461923.0	33710595	46812	46812.0	152682166	109628	109628.0	274415636	185479	185479.0	35511308	482101	482101.0	154728310	561343	561343.0	274153740	611734	611734.0	3424167	56.04686933463926	2.558438576276335	30.150178567125295	2.89244000215421	0.09261835362111606	0.21690089871775853	0.36697341731374405	0.9538451871121438	1.1106268580009004	1.2103263251743104	6.774773777316845
SRR6954561.assembled.read_distribution	1033616	1176066	1035325	36512446	286397	286397.0	33231493	26011	26011.0	57274166	615671	615671.0	1077358172	64296	64296.0	33710595	2349	2349.0	152682166	5073	5073.0	274415636	7714	7714.0	35511308	29566	29566.0	154728310	33365	33365.0	274153740	35236	35236.0	140741	24.352119693962752	2.2116956021175684	52.35003817812945	5.467040115095581	0.1997336884154461	0.4313533424144564	0.6559155693643044	2.5139745558497566	2.837000644521651	2.9960903554732474	11.967100485857086
SRR6954561.unassembled.read_distribution	3594648	5075269	4750647	36512446	2880636	2880636.0	33231493	139985	139985.0	57274166	1509694	1509694.0	1077358172	147251	147251.0	33710595	6887	6887.0	152682166	12892	12892.0	274415636	17965	17965.0	35511308	43139	43139.0	154728310	50738	50738.0	274153740	55116	55116.0	324622	56.75829202353609	2.7581789260825387	29.74608833541631	2.901343751434653	0.13569724087531124	0.2540160925460306	0.35397138555611535	0.8499845032844564	0.9997105572138146	1.0859719947849071	6.396153583189383
SRR6954562.assembled.read_distribution	14047286	15800889	14096084	36512446	3818158	3818158.0	33231493	232865	232865.0	57274166	8980637	8980637.0	1077358172	702515	702515.0	33710595	20537	20537.0	152682166	39701	39701.0	274415636	57710	57710.0	35511308	222746	222746.0	154728310	276241	276241.0	274153740	304199	304199.0	1704805	24.164197343579847	1.4737461923819604	56.8362767436693	4.446047307844514	0.12997369958108052	0.25125801465980807	0.3652326144434025	1.409705491887197	1.7482623920717373	1.9252018035187768	10.789297994562205
SRR6954562.unassembled.read_distribution	24879719	35777886	34048854	36512446	22455021	22455021.0	33231493	971340	971340.0	57274166	8946556	8946556.0	1077358172	1260915	1260915.0	33710595	45881	45881.0	152682166	86382	86382.0	274415636	119302	119302.0	35511308	152283	152283.0	154728310	230225	230225.0	274153740	295720	295720.0	1729032	62.76229120971541	2.714917253635388	25.005826224612598	3.524285923433262	0.12823843197443247	0.24143964235337997	0.33345178639118034	0.4256344268076655	0.6434840784053032	0.8265440836834239	4.832683518528736
SRR6954563.assembled.read_distribution	4860439	5672720	4874084	36512446	1371331	1371331.0	33231493	127064	127064.0	57274166	2758689	2758689.0	1077358172	389613	389613.0	33710595	7280	7280.0	152682166	23393	23393.0	274415636	41392	41392.0	35511308	153000	153000.0	154728310	172871	172871.0	274153740	185995	185995.0	798636	24.17413515914764	2.239913128093754	48.6307979240999	6.868186689982936	0.1283334978634588	0.41237713125273234	0.7296676021379515	2.6971188424600547	3.04740935565302	3.2787622163618155	14.078537280176
SRR6954563.unassembled.read_distribution	12340468	18314969	17211044	36512446	11189957	11189957.0	33231493	511304	511304.0	57274166	4507880	4507880.0	1077358172	752534	752534.0	33710595	14197	14197.0	152682166	44403	44403.0	274415636	73874	73874.0	35511308	112669	112669.0	154728310	150592	150592.0	274153740	175495	175495.0	1103925	61.09732973067003	2.7917273570050813	24.613091073209024	4.1088467034806335	0.07751582871912041	0.2424410327967249	0.4033531260686273	0.6151743964185798	0.822234533948706	0.9582052800635371	6.027446729503064
SRR6954564.assembled.read_distribution	3502136	3883822	3515818	36512446	766026	766026.0	33231493	49063	49063.0	57274166	2375883	2375883.0	1077358172	200618	200618.0	33710595	3406	3406.0	152682166	10138	10138.0	274415636	18249	18249.0	35511308	88719	88719.0	154728310	97738	97738.0	274153740	105979	105979.0	368004	19.723509470825388	1.2632659272232352	61.17383855387811	5.1654787474812185	0.08769711897198172	0.26103153028125387	0.4698722032060172	2.2843219900397083	2.516541695268218	2.7287295864743544	9.475305510911674
SRR6954564.unassembled.read_distribution	11205314	16820916	16056491	36512446	10633716	10633716.0	33231493	557234	557234.0	57274166	4235053	4235053.0	1077358172	453923	453923.0	33710595	10357	10357.0	152682166	27807	27807.0	274415636	41940	41940.0	35511308	100591	100591.0	154728310	121918	121918.0	274153740	134625	134625.0	764425	63.21722312863343	3.3127446804918352	25.177303067205138	2.6985629082268767	0.06157215219432759	0.16531204364851473	0.2493324382572269	0.5980114281529021	0.7248000049462229	0.8003428588550113	4.544490918330489
SRR6954565.assembled.read_distribution	2622989	3119955	2751101	36512446	858290	858290.0	33231493	65071	65071.0	57274166	1513902	1513902.0	1077358172	199904	199904.0	33710595	3753	3753.0	152682166	12175	12175.0	274415636	21356	21356.0	35511308	75683	75683.0	154728310	86464	86464.0	274153740	92578	92578.0	368854	27.509691646193613	2.0856390556915083	48.52319985384405	6.4072718997549645	0.12029019649321866	0.3902299872914834	0.6844970520408147	2.425772166585736	2.7713220222727575	2.9672863871434045	11.822414105331648
SRR6954565.unassembled.read_distribution	13077633	19363738	18197413	36512446	11508979	11508979.0	33231493	568816	568816.0	57274166	5070921	5070921.0	1077358172	775680	775680.0	33710595	17290	17290.0	152682166	49221	49221.0	274415636	81522	81522.0	35511308	131688	131688.0	154728310	168117	168117.0	274153740	191495	191495.0	1166325	59.435729816216266	2.937531999245187	26.187717474797477	4.005838128981088	0.08929061114129927	0.25419162353880226	0.4210034240289763	0.680075303642303	0.8682053020961139	0.9889361238000638	6.023243032930935
SRR6954566.assembled.read_distribution	248986	277547	243703	36512446	55657	55657.0	33231493	6348	6348.0	57274166	146710	146710.0	1077358172	22981	22981.0	33710595	381	381.0	152682166	1167	1167.0	274415636	1926	1926.0	35511308	7937	7937.0	154728310	9181	9181.0	274153740	10081	10081.0	33844	20.053180182095286	2.2871801893012718	52.85951568563162	8.280039056448098	0.13727404727847894	0.42046932591597097	0.6939365224628622	2.8596958352999673	3.307908210140985	3.632177613161014	12.193970750899847
SRR6954566.unassembled.read_distribution	244782	347788	326022	36512446	189788	189788.0	33231493	11700	11700.0	57274166	103112	103112.0	1077358172	16120	16120.0	33710595	324	324.0	152682166	874	874.0	274415636	1429	1429.0	35511308	2510	2510.0	154728310	3367	3367.0	274153740	3873	3873.0	21766	54.57002541778325	3.3641183709616205	29.647946450136292	4.635007533324899	0.0931602010420141	0.25130251762568	0.41088249163283386	0.7217040265909117	0.9681185089767329	1.1136094402337056	6.258410295927404
SRR6954567.assembled.read_distribution	458156	507505	443093	36512446	97267	97267.0	33231493	10841	10841.0	57274166	273557	273557.0	1077358172	38885	38885.0	33710595	697	697.0	152682166	2054	2054.0	274415636	3536	3536.0	35511308	15282	15282.0	154728310	17637	17637.0	274153740	19007	19007.0	64412	19.165722505196996	2.136136589787293	53.90232608545729	7.66199347789677	0.13733854838868584	0.40472507660023055	0.6967419040206501	3.011201860080196	3.4752366971753976	3.7451847765046646	12.691894661136343
SRR6954567.unassembled.read_distribution	448098	635885	595211	36512446	345261	345261.0	33231493	20828	20828.0	57274166	191969	191969.0	1077358172	27154	27154.0	33710595	557	557.0	152682166	1628	1628.0	274415636	2655	2655.0	35511308	4909	4909.0	154728310	6478	6478.0	274153740	7344	7344.0	40674	54.296138452707645	3.275435023628486	30.189263781973157	4.270268995179946	0.0875944549722041	0.25602113589721415	0.41752832666284	0.7719949361912924	1.0187376648293323	1.1549258120572117	6.396439607790717
SRR6954568.assembled.read_distribution	1026104	1203104	1039615	36512446	337157	337157.0	33231493	28307	28307.0	57274166	546707	546707.0	1077358172	73298	73298.0	33710595	1483	1483.0	152682166	4679	4679.0	274415636	8082	8082.0	35511308	40792	40792.0	154728310	44406	44406.0	274153740	46064	46064.0	163489	28.0239281059659	2.352830677979626	45.44137497672687	6.09240763890736	0.12326448918796712	0.3889106843631141	0.6717623746575524	3.3905630768412376	3.690952735590606	3.8287629332127566	13.588933292549937
SRR6954568.unassembled.read_distribution	2114796	3239343	3051405	36512446	2093528	2093528.0	33231493	121053	121053.0	57274166	684785	684785.0	1077358172	107337	107337.0	33710595	1990	1990.0	152682166	6386	6386.0	274415636	10852	10852.0	35511308	27404	27404.0	154728310	31097	31097.0	274153740	33850	33850.0	187938	64.62816688445774	3.7369614764475387	21.139626152587116	3.3135422831111123	0.06143221017348271	0.19713874078786964	0.3350062034184092	0.845974013866392	0.9599786129471316	1.0449649820966782	5.801732017881403
SRR6954572.assembled.read_distribution	13851899	15597704	14196532	36512446	3483490	3483490.0	33231493	196336	196336.0	57274166	9658743	9658743.0	1077358172	465560	465560.0	33710595	9709	9709.0	152682166	23543	23543.0	274415636	82225	82225.0	35511308	262689	262689.0	154728310	298796	298796.0	274153740	310178	310178.0	1401172	22.33335111372802	1.2587493646500791	61.9241331929366	2.9847982754384876	0.062246340871707787	0.1509388817738816	0.5271609206072894	1.684151718740143	1.9156409174068183	1.9886131958908826	8.98319393674864
SRR6954572.unassembled.read_distribution	35755882	52949907	50604698	36512446	35218698	35218698.0	33231493	1294809	1294809.0	57274166	12498216	12498216.0	1077358172	1020435	1020435.0	33710595	39687	39687.0	152682166	99911	99911.0	274415636	215422	215422.0	35511308	275673	275673.0	154728310	325193	325193.0	274153740	357118	357118.0	2345209	66.51323863515	2.4453470711478307	23.603848822623995	1.9271705236422794	0.07495197300346533	0.18868966096578793	0.4068411300514654	0.5206298096047647	0.6141521646109784	0.6744449994973551	4.429108817887065
SRR6954573.assembled.read_distribution	5620463	6100829	5594568	36512446	1192603	1192603.0	33231493	62900	62900.0	57274166	3971682	3971682.0	1077358172	229980	229980.0	33710595	6608	6608.0	152682166	13898	13898.0	274415636	24611	24611.0	35511308	92317	92317.0	154728310	104592	104592.0	274153740	112792	112792.0	506261	19.548212218372292	1.0310074253843207	65.10069369261127	3.769651632589604	0.10831314891795853	0.22780510648634802	0.40340419310228165	1.5131877979205777	1.7143899624133048	1.8487979256589557	8.298232912281266
SRR6954573.unassembled.read_distribution	6548575	8656387	8279057	36512446	5198228	5198228.0	33231493	114845	114845.0	57274166	2696130	2696130.0	1077358172	180245	180245.0	33710595	6486	6486.0	152682166	19191	19191.0	274415636	36060	36060.0	35511308	38407	38407.0	154728310	46803	46803.0	274153740	53549	53549.0	377330	60.05078100135772	1.3267082444442468	31.146135217845504	2.0822197528830446	0.07492733400204958	0.22169757428821055	0.4165710243777225	0.443683952669861	0.5406759194107196	0.6186068159845441	4.358977943107211
SRR6954574.assembled.read_distribution	4587837	4983480	4585840	36512446	970131	970131.0	33231493	42822	42822.0	57274166	3311606	3311606.0	1077358172	162394	162394.0	33710595	4457	4457.0	152682166	9801	9801.0	274415636	16563	16563.0	35511308	68794	68794.0	154728310	77415	77415.0	274153740	82324	82324.0	397640	19.466938765681814	0.8592790580076572	66.45167633862282	3.258646568261536	0.08943549487506722	0.1966697970093188	0.33235811119940284	1.3804409769879682	1.5534325411158467	1.6519380031624489	7.979163155064333
SRR6954574.unassembled.read_distribution	5505517	7258200	6957126	36512446	4379825	4379825.0	33231493	98930	98930.0	57274166	2261068	2261068.0	1077358172	148173	148173.0	33710595	5577	5577.0	152682166	14227	14227.0	274415636	22297	22297.0	35511308	34749	34749.0	154728310	41573	41573.0	274153740	46833	46833.0	301074	60.34312915047808	1.3630101127001184	31.15191094210686	2.0414565594775564	0.0768372323716624	0.19601278553911436	0.30719737676007824	0.47875506323881956	0.5727728637954314	0.6452426221377201	4.148053236339589
SRR6954575.assembled.read_distribution	11333711	13328489	11635105	36512446	3409224	3409224.0	33231493	318563	318563.0	57274166	6531867	6531867.0	1077358172	825973	825973.0	33710595	24151	24151.0	152682166	63416	63416.0	274415636	102585	102585.0	35511308	372789	372789.0	154728310	415751	415751.0	274153740	446893	446893.0	1693384	25.57847329881129	2.3900908797688922	49.006807898479714	6.197049042843491	0.18119833388465864	0.4757928674435639	0.769667139313391	2.7969336959350755	3.119265807249419	3.352915698096011	12.704996042687208
SRR6954575.unassembled.read_distribution	41949343	62439090	58416274	36512446	37278097	37278097.0	33231493	1812230	1812230.0	57274166	16554990	16554990.0	1077358172	1939474	1939474.0	33710595	65060	65060.0	152682166	157982	157982.0	274415636	242011	242011.0	35511308	416972	416972.0	154728310	525228	525228.0	274153740	589472	589472.0	4022816	59.703139491622956	2.902396559591115	26.5138233116466	3.10618556420345	0.10419754676117157	0.2530177810086598	0.38759533490958953	0.6678060170319587	0.8411845848490104	0.9440752579834203	6.442784480042871
SRR6954576.assembled.read_distribution	13120129	15108885	12467365	36512446	3278315	3278315.0	33231493	336904	336904.0	57274166	8032821	8032821.0	1077358172	533090	533090.0	33710595	19128	19128.0	152682166	35762	35762.0	274415636	54187	54187.0	35511308	196310	196310.0	154728310	215960	215960.0	274153740	232048	232048.0	2641520	21.69792807344817	2.2298402562465727	53.16620650696593	3.528321249384055	0.12660100331692248	0.23669516314407052	0.35864327513247996	1.2993017022765083	1.4293576263238486	1.5358380184904445	17.48322262033234
SRR6954576.unassembled.read_distribution	49965356	77918078	73970552	36512446	49407173	49407173.0	33231493	1674305	1674305.0	57274166	20822300	20822300.0	1077358172	1390394	1390394.0	33710595	95055	95055.0	152682166	142094	142094.0	274415636	214233	214233.0	35511308	344285	344285.0	154728310	422768	422768.0	274153740	462147	462147.0	3947526	63.409126955107894	2.148801719672808	26.72332343721312	1.7844305656512727	0.12199351221163335	0.18236332780179715	0.2749464636435206	0.44185509811984836	0.5425801185701732	0.5931190961871519	5.0662517625242245
SRR6954577.assembled.read_distribution	17651040	19580807	17040057	36512446	3324830	3324830.0	33231493	764591	764591.0	57274166	11129185	11129185.0	1077358172	1108258	1108258.0	33710595	139897	139897.0	152682166	225314	225314.0	274415636	279825	279825.0	35511308	310926	310926.0	154728310	374187	374187.0	274153740	433368	433368.0	2540750	16.980045817314885	3.9047982036695426	56.83721309341336	5.659919940991196	0.7144598279325259	1.1506880181189671	1.4290779741611261	1.587912081458134	1.9109886533277203	2.2132284946172036	12.975716475832686
SRR6954577.unassembled.read_distribution	49905214	74177431	69061441	36512446	43919245	43919245.0	33231493	3870079	3870079.0	57274166	16855236	16855236.0	1077358172	2910499	2910499.0	33710595	404791	404791.0	152682166	634291	634291.0	274415636	791575	791575.0	35511308	391284	391284.0	154728310	560310	560310.0	274153740	714807	714807.0	5115990	59.2083662212567	5.217326817371176	22.722862968926492	3.923698840419534	0.5457064157425457	0.8550997135503385	1.0671372536479458	0.5274973731565333	0.7553645259027642	0.963644858501503	6.896963039876644
SRR6954578.assembled.read_distribution	9590135	11063681	9588738	36512446	2234057	2234057.0	33231493	479099	479099.0	57274166	5721498	5721498.0	1077358172	695375	695375.0	33710595	94218	94218.0	152682166	151717	151717.0	274415636	195150	195150.0	35511308	173055	173055.0	154728310	216997	216997.0	274153740	263559	263559.0	1474943	20.192709822345744	4.330376119846551	51.71423507239589	6.285204716224194	0.8515972215757124	1.3713067106688994	1.763879490017834	1.5641719966437935	1.9613454147855491	2.3821999206231634	13.331394858546627
SRR6954578.unassembled.read_distribution	56674021	85671023	78908770	36512446	48160436	48160436.0	33231493	5765812	5765812.0	57274166	19051350	19051350.0	1077358172	3888395	3888395.0	33710595	569362	569362.0	152682166	881190	881190.0	274415636	1090308	1090308.0	35511308	480683	480683.0	154728310	718267	718267.0	274153740	952469	952469.0	6762253	56.21554910112373	6.7301776004238905	22.23779912141355	4.5387516850359075	0.6645911068436757	1.028574153947012	1.2726683560204481	0.5610800281910956	0.8384013343694985	1.1117749813726399	7.8932791546098375
SRR6954579.assembled.read_distribution	11427330	12873568	11169555	36512446	2579755	2579755.0	33231493	267276	267276.0	57274166	6907552	6907552.0	1077358172	883562	883562.0	33710595	17996	17996.0	152682166	43169	43169.0	274415636	70464	70464.0	35511308	396157	396157.0	154728310	439117	439117.0	274153740	460946	460946.0	1704013	20.039160860454537	2.076161014568766	53.65685721316732	6.8633808436014005	0.1397903052207438	0.33533050044867124	0.5473540824113409	3.077289839149488	3.41099685805831	3.580561348648642	13.236524637147992
SRR6954579.unassembled.read_distribution	27542380	37580239	34618014	36512446	18482752	18482752.0	33231493	909573	909573.0	57274166	12750910	12750910.0	1077358172	1726394	1726394.0	33710595	39520	39520.0	152682166	94110	94110.0	274415636	158165	158165.0	35511308	463811	463811.0	154728310	545834	545834.0	274153740	590220	590220.0	2962225	49.18210339215778	2.42034916276078	33.92982679008508	4.593887761065064	0.1051616515797039	0.2504241657430651	0.42087278902084685	1.2341885319036956	1.4524495174179175	1.5705594634456688	7.882400641464788
SRR6954580.assembled.read_distribution	2190118	2610131	2296527	36512446	747438	747438.0	33231493	81254	81254.0	57274166	1149552	1149552.0	1077358172	207029	207029.0	33710595	5815	5815.0	152682166	11237	11237.0	274415636	17164	17164.0	35511308	80748	80748.0	154728310	89532	89532.0	274153740	94090	94090.0	313604	28.63603397683871	3.1130238290721803	44.04192739751377	7.931747487003527	0.2227857528989924	0.4305147902538225	0.6575915155216348	3.0936378289059054	3.4301726618319157	3.6047999123415644	12.014875881708619
SRR6954580.unassembled.read_distribution	6796979	10145779	9495233	36512446	6016708	6016708.0	33231493	360519	360519.0	57274166	2438407	2438407.0	1077358172	517793	517793.0	33710595	14657	14657.0	152682166	28040	28040.0	274415636	40237	40237.0	35511308	91427	91427.0	154728310	110193	110193.0	274153740	121569	121569.0	650546	59.302573020760654	3.5533890497713383	24.033708993661303	5.103531232052265	0.14446401799211278	0.27637108988871134	0.3965885714640542	0.9011333678764342	1.086096986737046	1.1982224331911822	6.411986699099202
SRR6954582.assembled.read_distribution	27226146	30510289	26938971	36512446	5929219	5929219.0	33231493	605370	605370.0	57274166	17664333	17664333.0	1077358172	1755693	1755693.0	33710595	42819	42819.0	152682166	98946	98946.0	274415636	150371	150371.0	35511308	691247	691247.0	154728310	788764	788764.0	274153740	833985	833985.0	3571318	19.43350651316348	1.9841503304016554	57.89631491199575	5.754429268106899	0.14034282008931478	0.3243037127573587	0.49285341086084106	2.2656193128816313	2.5852393597451666	2.733454933842154	11.705290631629218
SRR6954582.unassembled.read_distribution	46195409	63553763	59284494	36512446	31991833	31991833.0	33231493	1694822	1694822.0	57274166	22318119	22318119.0	1077358172	2348410	2348410.0	33710595	61658	61658.0	152682166	136394	136394.0	274415636	224539	224539.0	35511308	498882	498882.0	154728310	631624	631624.0	274153740	706771	706771.0	4269269	50.338219941437615	2.6667531865894394	35.1169119600361	3.695154919465587	0.09701707198675238	0.21461199708977105	0.35330559419432017	0.784976335704937	0.9938420168763257	1.112083638540805	6.717570759736131
SRR6954799.assembled.read_distribution	4550346	5219726	4622348	36512446	1214881	1214881.0	33231493	184654	184654.0	57274166	2650654	2650654.0	1077358172	382357	382357.0	33710595	17570	17570.0	152682166	32974	32974.0	274415636	46175	46175.0	35511308	104558	104558.0	154728310	129547	129547.0	274153740	143627	143627.0	597378	23.27480407975438	3.537618641285002	50.78147780170836	7.325231247770477	0.3366077069945817	0.631718982950446	0.8846249783992493	2.003131965164455	2.481873569608826	2.751619529454228	11.4446237216283
SRR6954799.unassembled.read_distribution	5262165	7065619	6552249	36512446	3435421	3435421.0	33231493	251280	251280.0	57274166	2383762	2383762.0	1077358172	349354	349354.0	33710595	18486	18486.0	152682166	32574	32574.0	274415636	43894	43894.0	35511308	55338	55338.0	154728310	76313	76313.0	274153740	88538	88538.0	513370	48.621656503131575	3.5563763061665226	33.737482873050475	4.944421713086991	0.2616331279679813	0.4610211787530576	0.6212336102470286	0.7832010189057745	1.0800610675441176	1.2530820017326154	7.265746992584797
